Algoritmo,Funcao_Custo,Funcao_Heuristica,Custo_Caminho,Nos_Gerados,Nos_Visitados,Caminho_Encontrado,Farmacias
Busca A*,custo_c1,heuristica_manhattan,280,85,29,"[(22, 26), (21, 26), (20, 26), (19, 26), (18, 26), (17, 26), (16, 26), (15, 26), (14, 26), (13, 26), (12, 26), (11, 26), (10, 26), (9, 26), (8, 26), (7, 26), (6, 26), (6, 25), (6, 24), (6, 23), (6, 22), (6, 21), (6, 20), (6, 19), (6, 18), (6, 17), (6, 16), (6, 15), (6, 14)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,360,1502,1458,"[(22, 26), (21, 26), (20, 26), (19, 26), (18, 26), (17, 26), (16, 26), (15, 26), (14, 26), (13, 26), (12, 26), (11, 26), (10, 26), (9, 26), (8, 26), (7, 26), (6, 26), (6, 25), (6, 24), (6, 23), (6, 22), (6, 21), (6, 20), (6, 19), (6, 18), (6, 17), (6, 16), (6, 15), (6, 14)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,365,810,717,"[(22, 26), (21, 26), (20, 26), (20, 25), (19, 25), (18, 25), (17, 25), (17, 24), (17, 23), (17, 22), (17, 21), (17, 20), (17, 19), (17, 18), (16, 18), (16, 17), (15, 17), (15, 16), (14, 16), (14, 15), (13, 15), (13, 14), (12, 14), (11, 14), (10, 14), (9, 14), (8, 14), (7, 14), (6, 14)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,360,356,211,"[(22, 26), (22, 25), (22, 24), (22, 23), (22, 22), (22, 21), (22, 20), (22, 19), (22, 18), (22, 17), (22, 16), (22, 15), (22, 14), (21, 14), (20, 14), (19, 14), (18, 14), (17, 14), (16, 14), (15, 14), (14, 14), (13, 14), (12, 14), (11, 14), (10, 14), (9, 14), (8, 14), (7, 14), (6, 14)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,314,1452,1398,"[(22, 26), (21, 26), (20, 26), (19, 26), (18, 26), (17, 26), (16, 26), (15, 26), (14, 26), (13, 26), (12, 26), (11, 26), (10, 26), (9, 26), (8, 26), (7, 26), (6, 26), (6, 25), (6, 24), (6, 23), (6, 22), (6, 21), (6, 20), (6, 19), (6, 18), (6, 17), (6, 16), (6, 15), (6, 14)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,314,672,590,"[(22, 26), (22, 25), (22, 24), (22, 23), (22, 22), (22, 21), (22, 20), (22, 19), (22, 18), (22, 17), (22, 16), (22, 15), (22, 14), (21, 14), (20, 14), (19, 14), (18, 14), (17, 14), (16, 14), (15, 14), (14, 14), (13, 14), (12, 14), (11, 14), (10, 14), (9, 14), (8, 14), (7, 14), (6, 14)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,317,461,259,"[(22, 26), (22, 25), (22, 24), (21, 24), (20, 24), (19, 24), (18, 24), (17, 24), (16, 24), (16, 23), (16, 22), (16, 21), (16, 20), (16, 19), (15, 19), (14, 19), (13, 19), (12, 19), (12, 18), (12, 17), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (6, 15), (6, 14)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,280,1342,1285,"[(22, 26), (22, 25), (22, 24), (22, 23), (22, 22), (22, 21), (22, 20), (22, 19), (22, 18), (22, 17), (22, 16), (22, 15), (22, 14), (21, 14), (20, 14), (19, 14), (18, 14), (17, 14), (16, 14), (15, 14), (14, 14), (13, 14), (12, 14), (11, 14), (10, 14), (9, 14), (8, 14), (7, 14), (6, 14)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,243,352,244,"[(22, 26), (22, 25), (22, 24), (22, 23), (21, 23), (20, 23), (19, 23), (18, 23), (17, 23), (16, 23), (15, 23), (14, 23), (13, 23), (12, 23), (11, 23), (11, 22), (11, 21), (11, 20), (11, 19), (11, 18), (11, 17), (10, 17), (9, 17), (8, 17), (8, 16), (7, 16), (6, 16), (6, 15), (6, 14)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,241,95,33,"[(22, 26), (22, 25), (22, 24), (22, 23), (22, 22), (21, 22), (20, 22), (19, 22), (18, 22), (17, 22), (16, 22), (15, 22), (14, 22), (13, 22), (12, 22), (12, 21), (12, 20), (12, 19), (12, 18), (12, 17), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (7, 15), (6, 15), (6, 14)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,140,496,449,"[(23, 27), (23, 26), (23, 25), (23, 24), (23, 23), (23, 22), (23, 21), (23, 20), (23, 19), (22, 19), (21, 19), (20, 19), (19, 19), (18, 19), (17, 19)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,140,145,109,"[(23, 27), (23, 26), (23, 25), (23, 24), (23, 23), (23, 22), (23, 21), (23, 20), (22, 20), (21, 20), (20, 20), (19, 20), (18, 20), (17, 20), (17, 19)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,140,43,15,"[(23, 27), (22, 27), (21, 27), (20, 27), (19, 27), (18, 27), (17, 27), (17, 26), (17, 25), (17, 24), (17, 23), (17, 22), (17, 21), (17, 20), (17, 19)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,170,496,447,"[(23, 27), (22, 27), (21, 27), (20, 27), (19, 27), (18, 27), (17, 27), (17, 26), (17, 25), (17, 24), (17, 23), (17, 22), (17, 21), (17, 20), (17, 19)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,175,207,157,"[(23, 27), (22, 27), (21, 27), (20, 27), (19, 27), (19, 26), (19, 25), (19, 24), (19, 23), (19, 22), (19, 21), (19, 20), (19, 19), (18, 19), (17, 19)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,170,89,36,"[(23, 27), (23, 26), (23, 25), (23, 24), (23, 23), (23, 22), (23, 21), (23, 20), (23, 19), (22, 19), (21, 19), (20, 19), (19, 19), (18, 19), (17, 19)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,155,480,432,"[(23, 27), (22, 27), (21, 27), (20, 27), (19, 27), (18, 27), (17, 27), (17, 26), (17, 25), (17, 24), (17, 23), (17, 22), (17, 21), (17, 20), (17, 19)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,155,182,127,"[(23, 27), (23, 26), (23, 25), (23, 24), (23, 23), (23, 22), (23, 21), (23, 20), (23, 19), (22, 19), (21, 19), (20, 19), (19, 19), (18, 19), (17, 19)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,155,77,31,"[(23, 27), (23, 26), (23, 25), (23, 24), (23, 23), (23, 22), (23, 21), (23, 20), (23, 19), (22, 19), (21, 19), (20, 19), (19, 19), (18, 19), (17, 19)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,121,476,432,"[(23, 27), (23, 26), (23, 25), (23, 24), (23, 23), (23, 22), (23, 21), (23, 20), (23, 19), (22, 19), (21, 19), (20, 19), (19, 19), (18, 19), (17, 19)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,115,54,21,"[(23, 27), (23, 26), (23, 25), (23, 24), (23, 23), (22, 23), (21, 23), (20, 23), (20, 22), (19, 22), (19, 21), (18, 21), (18, 20), (17, 20), (17, 19)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,121,43,15,"[(23, 27), (23, 26), (23, 25), (23, 24), (23, 23), (22, 23), (21, 23), (20, 23), (19, 23), (18, 23), (17, 23), (17, 22), (17, 21), (17, 20), (17, 19)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,70,240,185,"[(22, 23), (23, 23), (24, 23), (25, 23), (26, 23), (26, 22), (26, 21), (26, 20)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,70,48,30,"[(22, 23), (22, 22), (22, 21), (22, 20), (23, 20), (24, 20), (25, 20), (26, 20)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,70,28,11,"[(22, 23), (22, 22), (22, 21), (22, 20), (23, 20), (24, 20), (25, 20), (26, 20)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,90,246,193,"[(22, 23), (23, 23), (24, 23), (25, 23), (26, 23), (26, 22), (26, 21), (26, 20)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,90,64,36,"[(22, 23), (22, 22), (22, 21), (22, 20), (23, 20), (24, 20), (25, 20), (26, 20)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,90,34,13,"[(22, 23), (22, 22), (22, 21), (22, 20), (23, 20), (24, 20), (25, 20), (26, 20)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,78,226,173,"[(22, 23), (23, 23), (24, 23), (25, 23), (26, 23), (26, 22), (26, 21), (26, 20)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,84,62,39,"[(22, 23), (22, 22), (22, 21), (22, 20), (23, 20), (24, 20), (25, 20), (26, 20)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,84,35,17,"[(22, 23), (22, 22), (22, 21), (23, 21), (24, 21), (25, 21), (26, 21), (26, 20)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,80,218,154,"[(22, 23), (23, 23), (24, 23), (25, 23), (26, 23), (26, 22), (26, 21), (26, 20)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,68,42,20,"[(22, 23), (22, 22), (22, 21), (22, 20), (23, 20), (24, 20), (25, 20), (26, 20)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,68,22,8,"[(22, 23), (22, 22), (22, 21), (22, 20), (23, 20), (24, 20), (25, 20), (26, 20)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,180,1302,1206,"[(14, 14), (15, 14), (16, 14), (17, 14), (18, 14), (19, 14), (20, 14), (21, 14), (22, 14), (23, 14), (24, 14), (25, 14), (25, 13), (25, 12), (25, 11), (25, 10), (25, 9), (25, 8), (25, 7)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,180,252,206,"[(14, 14), (14, 13), (14, 12), (14, 11), (14, 10), (14, 9), (14, 8), (14, 7), (15, 7), (16, 7), (17, 7), (18, 7), (19, 7), (20, 7), (21, 7), (22, 7), (23, 7), (24, 7), (25, 7)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,180,69,26,"[(14, 14), (14, 13), (14, 12), (14, 11), (14, 10), (14, 9), (14, 8), (14, 7), (15, 7), (16, 7), (17, 7), (18, 7), (19, 7), (20, 7), (21, 7), (22, 7), (23, 7), (24, 7), (25, 7)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,235,1336,1245,"[(14, 14), (15, 14), (16, 14), (17, 14), (18, 14), (19, 14), (20, 14), (21, 14), (22, 14), (23, 14), (24, 14), (25, 14), (25, 13), (25, 12), (25, 11), (25, 10), (25, 9), (25, 8), (25, 7)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,235,389,304,"[(14, 14), (14, 13), (14, 12), (14, 11), (14, 10), (14, 9), (14, 8), (14, 7), (15, 7), (16, 7), (17, 7), (18, 7), (19, 7), (20, 7), (21, 7), (22, 7), (23, 7), (24, 7), (25, 7)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,235,231,118,"[(14, 14), (14, 13), (14, 12), (14, 11), (14, 10), (14, 9), (14, 8), (14, 7), (15, 7), (16, 7), (17, 7), (18, 7), (19, 7), (20, 7), (21, 7), (22, 7), (23, 7), (24, 7), (25, 7)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,207,1292,1183,"[(14, 14), (15, 14), (16, 14), (17, 14), (18, 14), (19, 14), (20, 14), (21, 14), (22, 14), (23, 14), (24, 14), (25, 14), (25, 13), (25, 12), (25, 11), (25, 10), (25, 9), (25, 8), (25, 7)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,204,294,225,"[(14, 14), (14, 13), (14, 12), (14, 11), (14, 10), (14, 9), (14, 8), (15, 8), (16, 8), (17, 8), (18, 8), (19, 8), (20, 8), (21, 8), (22, 8), (23, 8), (24, 8), (25, 8), (25, 7)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,202,150,69,"[(14, 14), (14, 13), (14, 12), (14, 11), (14, 10), (14, 9), (14, 8), (14, 7), (15, 7), (16, 7), (17, 7), (18, 7), (19, 7), (20, 7), (21, 7), (22, 7), (23, 7), (24, 7), (25, 7)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,171,1234,1103,"[(14, 14), (15, 14), (16, 14), (17, 14), (18, 14), (19, 14), (20, 14), (21, 14), (22, 14), (23, 14), (24, 14), (25, 14), (25, 13), (25, 12), (25, 11), (25, 10), (25, 9), (25, 8), (25, 7)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,164,212,136,"[(14, 14), (14, 13), (14, 12), (14, 11), (15, 11), (16, 11), (17, 11), (18, 11), (18, 10), (19, 10), (20, 10), (21, 10), (22, 10), (23, 10), (24, 10), (25, 10), (25, 9), (25, 8), (25, 7)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,161,55,19,"[(14, 14), (14, 13), (14, 12), (14, 11), (14, 10), (14, 9), (15, 9), (15, 8), (16, 8), (16, 7), (17, 7), (18, 7), (19, 7), (20, 7), (21, 7), (22, 7), (23, 7), (24, 7), (25, 7)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,200,785,728,"[(7, 28), (8, 28), (9, 28), (10, 28), (11, 28), (12, 28), (13, 28), (14, 28), (15, 28), (15, 27), (15, 26), (15, 25), (15, 24), (15, 23), (15, 22), (15, 21), (15, 20), (15, 19), (15, 18), (15, 17), (15, 16)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,200,295,250,"[(7, 28), (7, 27), (7, 26), (7, 25), (7, 24), (7, 23), (7, 22), (7, 21), (7, 20), (7, 19), (7, 18), (7, 17), (7, 16), (8, 16), (9, 16), (10, 16), (11, 16), (12, 16), (13, 16), (14, 16), (15, 16)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,200,85,33,"[(7, 28), (7, 27), (7, 26), (7, 25), (7, 24), (7, 23), (7, 22), (7, 21), (7, 20), (7, 19), (7, 18), (7, 17), (7, 16), (8, 16), (9, 16), (10, 16), (11, 16), (12, 16), (13, 16), (14, 16), (15, 16)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,240,788,728,"[(7, 28), (8, 28), (9, 28), (10, 28), (11, 28), (12, 28), (13, 28), (14, 28), (15, 28), (15, 27), (15, 26), (15, 25), (15, 24), (15, 23), (15, 22), (15, 21), (15, 20), (15, 19), (15, 18), (15, 17), (15, 16)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,250,391,318,"[(7, 28), (7, 27), (7, 26), (7, 25), (7, 24), (7, 23), (7, 22), (7, 21), (7, 20), (7, 19), (7, 18), (8, 18), (9, 18), (10, 18), (11, 18), (12, 18), (13, 18), (14, 18), (15, 18), (15, 17), (15, 16)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,240,198,90,"[(7, 28), (7, 27), (7, 26), (7, 25), (7, 24), (7, 23), (7, 22), (7, 21), (7, 20), (7, 19), (7, 18), (7, 17), (7, 16), (8, 16), (9, 16), (10, 16), (11, 16), (12, 16), (13, 16), (14, 16), (15, 16)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,218,754,695,"[(7, 28), (8, 28), (9, 28), (10, 28), (11, 28), (12, 28), (13, 28), (14, 28), (15, 28), (15, 27), (15, 26), (15, 25), (15, 24), (15, 23), (15, 22), (15, 21), (15, 20), (15, 19), (15, 18), (15, 17), (15, 16)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,221,334,268,"[(7, 28), (7, 27), (7, 26), (7, 25), (7, 24), (7, 23), (7, 22), (7, 21), (7, 20), (7, 19), (7, 18), (7, 17), (8, 17), (9, 17), (10, 17), (11, 17), (12, 17), (13, 17), (14, 17), (15, 17), (15, 16)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,218,189,87,"[(7, 28), (7, 27), (7, 26), (7, 25), (7, 24), (7, 23), (7, 22), (7, 21), (7, 20), (7, 19), (7, 18), (7, 17), (7, 16), (8, 16), (9, 16), (10, 16), (11, 16), (12, 16), (13, 16), (14, 16), (15, 16)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,212,733,671,"[(7, 28), (7, 27), (7, 26), (7, 25), (7, 24), (7, 23), (7, 22), (7, 21), (7, 20), (7, 19), (7, 18), (7, 17), (7, 16), (8, 16), (9, 16), (10, 16), (11, 16), (12, 16), (13, 16), (14, 16), (15, 16)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,191,271,194,"[(7, 28), (7, 27), (7, 26), (7, 25), (7, 24), (7, 23), (7, 22), (8, 22), (9, 22), (9, 21), (10, 21), (10, 20), (11, 20), (12, 20), (13, 20), (14, 20), (15, 20), (15, 19), (15, 18), (15, 17), (15, 16)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,190,92,44,"[(7, 28), (7, 27), (7, 26), (7, 25), (7, 24), (7, 23), (8, 23), (8, 22), (9, 22), (9, 21), (10, 21), (10, 20), (11, 20), (11, 19), (12, 19), (13, 19), (14, 19), (15, 19), (15, 18), (15, 17), (15, 16)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,190,1297,1216,"[(10, 13), (11, 13), (12, 13), (13, 13), (14, 13), (15, 13), (16, 13), (17, 13), (18, 13), (19, 13), (20, 13), (21, 13), (22, 13), (23, 13), (24, 13), (25, 13), (26, 13), (27, 13), (28, 13), (28, 12)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,190,92,54,"[(10, 13), (10, 12), (11, 12), (12, 12), (13, 12), (14, 12), (15, 12), (16, 12), (17, 12), (18, 12), (19, 12), (20, 12), (21, 12), (22, 12), (23, 12), (24, 12), (25, 12), (26, 12), (27, 12), (28, 12)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,190,60,21,"[(10, 13), (10, 12), (11, 12), (12, 12), (13, 12), (14, 12), (15, 12), (16, 12), (17, 12), (18, 12), (19, 12), (20, 12), (21, 12), (22, 12), (23, 12), (24, 12), (25, 12), (26, 12), (27, 12), (28, 12)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,280,1471,1416,"[(10, 13), (11, 13), (12, 13), (13, 13), (14, 13), (15, 13), (16, 13), (17, 13), (18, 13), (19, 13), (20, 13), (21, 13), (22, 13), (23, 13), (24, 13), (25, 13), (26, 13), (27, 13), (28, 13), (28, 12)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,280,421,331,"[(10, 13), (10, 12), (11, 12), (12, 12), (13, 12), (14, 12), (15, 12), (16, 12), (17, 12), (18, 12), (19, 12), (20, 12), (21, 12), (22, 12), (23, 12), (24, 12), (25, 12), (26, 12), (27, 12), (28, 12)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,280,264,192,"[(10, 13), (10, 12), (11, 12), (12, 12), (13, 12), (14, 12), (15, 12), (16, 12), (17, 12), (18, 12), (19, 12), (20, 12), (21, 12), (22, 12), (23, 12), (24, 12), (25, 12), (26, 12), (27, 12), (28, 12)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,229,1435,1370,"[(10, 13), (11, 13), (12, 13), (13, 13), (14, 13), (15, 13), (16, 13), (17, 13), (18, 13), (19, 13), (20, 13), (21, 13), (22, 13), (23, 13), (24, 13), (25, 13), (26, 13), (27, 13), (28, 13), (28, 12)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,233,228,166,"[(10, 13), (11, 13), (12, 13), (13, 13), (14, 13), (15, 13), (16, 13), (17, 13), (18, 13), (19, 13), (20, 13), (21, 13), (22, 13), (23, 13), (24, 13), (25, 13), (26, 13), (27, 13), (28, 13), (28, 12)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,231,122,68,"[(10, 13), (10, 12), (11, 12), (12, 12), (13, 12), (14, 12), (15, 12), (16, 12), (17, 12), (18, 12), (19, 12), (20, 12), (21, 12), (22, 12), (23, 12), (24, 12), (25, 12), (26, 12), (27, 12), (28, 12)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,181,1379,1268,"[(10, 13), (11, 13), (12, 13), (13, 13), (14, 13), (15, 13), (16, 13), (17, 13), (18, 13), (19, 13), (20, 13), (21, 13), (22, 13), (23, 13), (24, 13), (25, 13), (26, 13), (27, 13), (28, 13), (28, 12)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,185,93,42,"[(10, 13), (11, 13), (12, 13), (13, 13), (14, 13), (15, 13), (16, 13), (17, 13), (18, 13), (19, 13), (20, 13), (21, 13), (22, 13), (23, 13), (24, 13), (25, 13), (26, 13), (27, 13), (28, 13), (28, 12)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,181,60,21,"[(10, 13), (10, 12), (11, 12), (12, 12), (13, 12), (14, 12), (15, 12), (16, 12), (17, 12), (18, 12), (19, 12), (20, 12), (21, 12), (22, 12), (23, 12), (24, 12), (25, 12), (26, 12), (27, 12), (28, 12)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,80,290,228,"[(17, 15), (17, 16), (17, 17), (17, 18), (17, 19), (17, 20), (17, 21), (17, 22), (17, 23)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,80,25,9,"[(17, 15), (17, 16), (17, 17), (17, 18), (17, 19), (17, 20), (17, 21), (17, 22), (17, 23)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,80,25,9,"[(17, 15), (17, 16), (17, 17), (17, 18), (17, 19), (17, 20), (17, 21), (17, 22), (17, 23)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,80,199,147,"[(17, 15), (17, 16), (17, 17), (17, 18), (17, 19), (17, 20), (17, 21), (17, 22), (17, 23)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,80,25,9,"[(17, 15), (17, 16), (17, 17), (17, 18), (17, 19), (17, 20), (17, 21), (17, 22), (17, 23)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,80,25,9,"[(17, 15), (17, 16), (17, 17), (17, 18), (17, 19), (17, 20), (17, 21), (17, 22), (17, 23)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,80,249,189,"[(17, 15), (17, 16), (17, 17), (17, 18), (17, 19), (17, 20), (17, 21), (17, 22), (17, 23)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,80,25,9,"[(17, 15), (17, 16), (17, 17), (17, 18), (17, 19), (17, 20), (17, 21), (17, 22), (17, 23)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,80,25,9,"[(17, 15), (17, 16), (17, 17), (17, 18), (17, 19), (17, 20), (17, 21), (17, 22), (17, 23)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,80,319,247,"[(17, 15), (17, 16), (17, 17), (17, 18), (17, 19), (17, 20), (17, 21), (17, 22), (17, 23)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,80,25,9,"[(17, 15), (17, 16), (17, 17), (17, 18), (17, 19), (17, 20), (17, 21), (17, 22), (17, 23)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,80,25,9,"[(17, 15), (17, 16), (17, 17), (17, 18), (17, 19), (17, 20), (17, 21), (17, 22), (17, 23)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,210,859,799,"[(17, 0), (18, 0), (18, 1), (18, 2), (18, 3), (18, 4), (18, 5), (18, 6), (18, 7), (18, 8), (18, 9), (18, 10), (18, 11), (18, 12), (18, 13), (18, 14), (18, 15), (18, 16), (18, 17), (18, 18), (18, 19), (18, 20)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,210,103,61,"[(17, 0), (18, 0), (18, 1), (18, 2), (18, 3), (18, 4), (18, 5), (18, 6), (18, 7), (18, 8), (18, 9), (18, 10), (18, 11), (18, 12), (18, 13), (18, 14), (18, 15), (18, 16), (18, 17), (18, 18), (18, 19), (18, 20)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,210,103,61,"[(17, 0), (18, 0), (18, 1), (18, 2), (18, 3), (18, 4), (18, 5), (18, 6), (18, 7), (18, 8), (18, 9), (18, 10), (18, 11), (18, 12), (18, 13), (18, 14), (18, 15), (18, 16), (18, 17), (18, 18), (18, 19), (18, 20)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,215,664,596,"[(17, 0), (18, 0), (18, 1), (18, 2), (18, 3), (18, 4), (18, 5), (18, 6), (18, 7), (18, 8), (18, 9), (18, 10), (18, 11), (18, 12), (18, 13), (18, 14), (18, 15), (18, 16), (18, 17), (18, 18), (18, 19), (18, 20)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,315,103,42,"[(17, 0), (18, 0), (18, 1), (18, 2), (18, 3), (18, 4), (18, 5), (18, 6), (18, 7), (18, 8), (18, 9), (18, 10), (18, 11), (18, 12), (18, 13), (18, 14), (18, 15), (18, 16), (18, 17), (18, 18), (18, 19), (18, 20)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,315,103,42,"[(17, 0), (18, 0), (18, 1), (18, 2), (18, 3), (18, 4), (18, 5), (18, 6), (18, 7), (18, 8), (18, 9), (18, 10), (18, 11), (18, 12), (18, 13), (18, 14), (18, 15), (18, 16), (18, 17), (18, 18), (18, 19), (18, 20)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,212,806,736,"[(17, 0), (18, 0), (18, 1), (18, 2), (18, 3), (18, 4), (18, 5), (18, 6), (18, 7), (18, 8), (18, 9), (18, 10), (18, 11), (18, 12), (18, 13), (18, 14), (18, 15), (18, 16), (18, 17), (18, 18), (18, 19), (18, 20)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,210,72,25,"[(17, 0), (17, 1), (17, 2), (17, 3), (17, 4), (17, 5), (17, 6), (17, 7), (17, 8), (17, 9), (17, 10), (17, 11), (17, 12), (17, 13), (17, 14), (17, 15), (17, 16), (17, 17), (17, 18), (17, 19), (17, 20), (18, 20)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,210,72,25,"[(17, 0), (17, 1), (17, 2), (17, 3), (17, 4), (17, 5), (17, 6), (17, 7), (17, 8), (17, 9), (17, 10), (17, 11), (17, 12), (17, 13), (17, 14), (17, 15), (17, 16), (17, 17), (17, 18), (17, 19), (17, 20), (18, 20)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,205,981,929,"[(17, 0), (17, 1), (17, 2), (17, 3), (17, 4), (17, 5), (17, 6), (17, 7), (17, 8), (17, 9), (17, 10), (17, 11), (17, 12), (17, 13), (17, 14), (17, 15), (17, 16), (17, 17), (17, 18), (17, 19), (17, 20), (18, 20)]",resultados_experimento_2.csv
